Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy 
327,All football players are dumb jocks.,All football players are dumb jocks . ,This argument is fallacious.,1
328,"""My cousin said her Math class was hard. The one that I’m in is hard too. All Math classes must be hard."" This statement is an example of…",""" MSK<0> cousin said her MSK<2> was MSK<3> . The one that MSK<0> ’m in is MSK<3> too . All MSK<2> must be MSK<3> . "" This statement is an example of … ",This argument is fallacious.,1
329,"""In his class president election video, he called his student opponent 'a brown-nosing, suck up who only wanted to get on the teacher's good side,' which got him disqualified"" IS an example of THIS fallacy.",""" In MSK<0> class president election video , MSK<0> called MSK<0> student opponent ' a brown - nosing , suck up who only wanted to get on the teacher 's good side , ' which got MSK<0> disqualified "" IS an example of THIS fallacy . ",This argument is fallacious.,1
330,"Jack: I have tiny, invisible unicorns living in my anus. Nick: How do you figure? Jack: Can you prove that I don't? Nick: No. Jack: Then I do. ","MSK<0> : MSK<1> have tiny , invisible unicorns living in MSK<1> anus . MSK<2> : How do MSK<2> figure ? MSK<0> : Can MSK<2> prove that MSK<1> don't ? MSK<2> : No . MSK<0> : Then MSK<1> do . ",This argument is fallacious.,1
331,Dismissing someone's viewpoint on an issue because he himself is inconsistent in that very thing.,Dismissing someone 's viewpoint on an issue because he himself is inconsistent in that very thing . ,This argument is fallacious.,1
332,Using the second amendment as justification to allow civilians to own nuclear submarines.,Using the second amendment as justification to allow civilians to own nuclear submarines . ,This argument is fallacious.,1
333,"Your brain is made of molecules.  Molecules are not the source of consciousness.  Therefore, your brain cannot be the source of consciousness.","MSK<0> is made of MSK<1> . MSK<1> are not the MSK<2> of MSK<3> . Therefore , MSK<0> can not be the MSK<2> of MSK<3> . ",This argument is fallacious.,1
334,"The “prophet” Nostradamus wrote about 500 years ago:  Beasts wild with hunger will cross the rivers, The greater part of the battle will be against Hister. He will cause great men to be dragged in a cage of iron, When the son of Germany obeys no law.  Surely he must have had some vision of Hitler!","MSK<0> wrote about 500 years ago : Beasts wild with hunger will cross the rivers , The greater part of the battle will be against Hister . MSK<0> will cause great men to be dragged in a cage of iron , When the son of Germany obeys no law . Surely MSK<0> must have had some vision of Hitler ! ",This argument is fallacious.,1
335,"You’re a vegetarian? You do realize that Hitler was a vegetarian, too?","MSK<0> ’re a MSK<1> ? MSK<0> do realize that Hitler was a MSK<1> , too ? ",This argument is fallacious.,1
336,An opinion article in a campus newspaper states that in an all-campus survey 95% of students think that tuition should be lowered and therefore tuition should be lowered immediately.,An opinion article in a MSK<0> newspaper states that in an all - MSK<0> survey 95 % of students think that MSK<1> should be MSK<2> and therefore MSK<1> should be MSK<2> immediately . ,This argument is fallacious.,1
337,"""I am a great leader because I make great leadership decisions. The proof that I make great leadership decisions is that I am a great leader, and that's what leaders do."" What is this?",""" MSK<0> am a MSK<1> MSK<2> because MSK<0> make MSK<1> MSK<2> decisions . MSK<3> MSK<0> is that MSK<0> am a MSK<1> MSK<2> , and MSK<3> 's what MSK<2> do . "" What is this ? ",This argument is fallacious.,1
338,Mayor Blake wants to create more bicycle lanes in Lowell. Why is he forcing us to give up our cars and bike everywhere?,MSK<0> wants to create more MSK<2> lanes in Lowell . Why is MSK<0> forcing MSK<1> to give up MSK<1> cars and MSK<2> everywhere ? ,This argument is fallacious.,1
339,You should give me a promotion. I have a lot of debt and am behind on my rent.,You should give MSK<0> a promotion . MSK<0> have a lot of debt and am behind on MSK<0> rent . ,This argument is fallacious.,1
340,All women care about are their looks.,MSK<0> care about are MSK<0> looks . ,This argument is fallacious.,1
341,"Either support gun confiscation or have the government provide everyone with his own private nuclear warhead, you decide which one.","Either support gun confiscation or have the government provide everyone with his own private nuclear warhead , you decide which one . ",This argument is fallacious.,1
342,"Either we go to war, or we appear weak","Either MSK<0> go to war , or MSK<0> appear weak ",This argument is fallacious.,1
343,", tax relief instead of tax cut, or death tax instead of estate tax)",", MSK<0> relief MSK<1> of MSK<0> cut , or death MSK<0> MSK<1> of estate MSK<0> ) ",This argument is fallacious.,1
344,"If we teach anton how to drive the car, he’ll want to learn how to fly helicopters next!","If we teach MSK<0> how to drive the car , MSK<0> ’ll want to learn how to fly helicopters next ! ",This argument is fallacious.,1
345,Students should not be allowed to park in lots now reserved for faculty because those lots should be for faculty only.,Students should not be allowed to park in MSK<0> now reserved for MSK<1> because those MSK<0> should be for MSK<1> only . ,This argument is fallacious.,1
346,Not tipping your waiter is like stealing money right out of someone's wallet.,Not tipping your waiter is like stealing money right out of someone 's wallet . ,This argument is fallacious.,1
347,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.,You have to give MSK<0> a passing grade . MSK<0> spent 150 hours on that project and missed every party this quarter . ,This argument is fallacious.,1
348,"A study was done recently showing that church attendance was positively correlated with marriage longevity, that is, those couples who attended church together more often were more likely to stay married. This really should not be a surprise considering the general view of divorce within religion. What this does not mean is that any given couple who does not attend church is more likely to get divorced than any given couple that does attend church.","A study was done recently showing that MSK<0> attendance was positively correlated with marriage longevity , that is , those MSK<1> who MSK<2> MSK<0> together more often were more MSK<3> to stay married . MSK<4> really should not be a surprise considering the general view of MSK<5> within religion . What MSK<4> does not mean is that any given MSK<1> who does not MSK<2> MSK<0> is more MSK<3> to get MSK<5> than any given MSK<1> that does MSK<2> MSK<0> . ",This argument is fallacious.,1
349,Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.,Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other . ,This argument is fallacious.,1
350,AttP 1: Jenny & Bert's Economy Conversation,AttP 1 : Jenny & Bert 's Economy Conversation ,This argument is fallacious.,1
351,Allowing gay marriage puts us on the way to polygamy and bestiality,Allowing gay marriage puts us on the way to polygamy and bestiality ,This argument is fallacious.,1
352,"Debate moderator: ""What will you do to fix the economic crisis?"" Candidate: ""It's important to focus on what started this crisis to begin with. My opponent...""","Debate moderator : "" What will you do to fix MSK<0> ? "" Candidate : "" It 's important to focus on what MSK<1> MSK<0> to MSK<1> with . My opponent ... "" ",This argument is fallacious.,1
353,"""I used to have that haircut. Then my mom got a job.""",""" MSK<0> used to have that haircut . Then MSK<0> mom got a job . "" ",This argument is fallacious.,1
354,"My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night! Mi oponente sugiere que bajar los impuestos será una buena idea, ¡esto viene de una mujer que se come una pinta de Ben y Jerry cada noche!","My opponent suggests that lowering taxes will be a good MSK<0> -- this is MSK<1> from a woman who eats a pint of MSK<2> and MSK<3> ’s each night ! Mi oponente sugiere MSK<4> bajar los impuestos será MSK<5> buena MSK<0> , ¡ esto viene MSK<6> MSK<5> mujer MSK<4> se MSK<1> MSK<5> pinta MSK<6> MSK<2> y MSK<3> cada noche ! ",This argument is fallacious.,1
355,"All useless laws, such as Reform Bill 13, should be repealed.","All useless laws , such as Reform Bill 13 , should be repealed . ",This argument is fallacious.,1
356,"FlatSam: Common sense tells us that if the earth were a sphere, people on the bottom would fall off. ReasonEric: I don’t think you get to reference something you clearly don’t have. ","FlatSam : Common sense tells us that if the earth were a sphere , people on the bottom would fall off . ReasonEric : I do n’t think MSK<0> get to reference something MSK<0> clearly do n’t have . ",This argument is fallacious.,1
357,I work out in the morning because it worked for my friend.,MSK<0> MSK<1> out in the morning because it MSK<1> for MSK<0> friend . ,This argument is fallacious.,1
358,"The flu vaccine comes out every year just before the holidays, then people go and spend a lot of money. Therefore, businesses are secretly using the flu vaccine as a mind control device to increase holiday spending.","MSK<0> comes out every year just before the MSK<1> , then people go and MSK<2> a lot of money . Therefore , businesses are secretly using MSK<0> as a mind control device to increase MSK<1> MSK<2> . ",This argument is fallacious.,1
359,"I am committed to preserving traditional marriage, the union of one man and one woman.","I am committed to preserving traditional marriage , the union of one man and one woman . ",This argument is fallacious.,1
360,"John: We should oppose any attempt to register firearms. Such regulation is the first step to confiscation of all weapons and the elimination of our constitutional right to bear arms.  Ted: This is preposterous. Many things in society are registered, such as cars, babies, boats, and lanes, yet these items have never been confiscated.","John : MSK<0> should oppose any attempt to MSK<1> MSK<3> . Such regulation is the first step to MSK<2> of all MSK<3> and the elimination of MSK<0> constitutional right to bear arms . Ted : This is preposterous . Many things in society are MSK<1> , such as cars , babies , boats , and lanes , yet these items have never been MSK<2> . ",This argument is fallacious.,1
361,"John says that Kentucky will beat Florida, but John sometimes lies, so I'm not sure.","MSK<0> says that Kentucky will beat Florida , but MSK<0> sometimes lies , so MSK<0> 'm not sure . ",This argument is fallacious.,1
362,"A fallacy of relevance where someone rejects or criticizes another person’s view on the basis of personal characteristics, background, physical appearance, or other features irrelevant to the","A fallacy of relevance where someone rejects or criticizes another person ’s view on the basis of personal characteristics , background , physical appearance , or other features irrelevant to the ",This argument is fallacious.,1
363,"Nature gives people diseases and sickness; therefore, it is morally wrong to interfere with nature and treat sick people with medicine.","MSK<0> gives MSK<1> MSK<2> and MSK<2> ; therefore , it is morally wrong to interfere with MSK<0> and treat sick MSK<1> with medicine . ",This argument is fallacious.,1
364,Having a television rating system is like being in prison.  Both infringe on one's rights.,Having a television rating system is like being in prison . Both infringe on one 's rights . ,This argument is fallacious.,1
365,“There aren’t any good restaurants in Sydney; I tried two and they were both horrible.”,MSK<1> There are n’t MSK<0> ; I tried two and MSK<0> were both horrible . MSK<1> ,This argument is fallacious.,1
366,"I hear the rain falling outside my window; therefore, the sun is not shining.","MSK<0> hear the rain falling outside MSK<0> window ; therefore , the sun is not shining . ",This argument is fallacious.,1
367,"""I stay away from those gatherings because I don't want to be brainwashed.""",""" MSK<0> stay away from those gatherings because MSK<0> don't want to be brainwashed . "" ",This argument is fallacious.,1
368,"If Mom didn't turn off the air conditioner, then clearly she must be too hot.","If MSK<0> didn't turn off the air conditioner , then clearly MSK<0> must be too hot . ",This argument is fallacious.,1
369,"Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that? Ken: But what is morality exactly? Mike: It’s a code of conduct shared by cultures. Ken: But who creates this code?...","MSK<0> : It is morally wrong to cheat on MSK<1> spouse , why on earth would MSK<1> have done that ? MSK<2> : But what is MSK<3> exactly ? MSK<0> : MSK<3> ’s a MSK<4> of conduct shared by cultures . MSK<2> : But who creates this MSK<4> ? ... ",This argument is fallacious.,1
370,"Charlie: Illegal posting and sharing of songs online is crippling the music industry. Bob: You couldn’t be more wrong; the music industry is doing just fine. I can’t believe you think the government should be allowed to regulate what I share with my “friends.” No one wants a world where I can’t loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.","Charlie : Illegal posting and MSK<3> of songs online is crippling MSK<0> . MSK<1> : MSK<1> could n’t be more wrong ; MSK<0> is doing just fine . MSK<2> ca n’t believe MSK<1> think the government should be allowed to regulate what MSK<2> MSK<3> with MSK<2> MSK<4> friends . MSK<4> No one wants a world where MSK<2> ca n’t loan a book to MSK<2> girlfriend , let MSK<2> roommate borrow MSK<2> iPod , or MSK<3> a funny meme with MSK<2> blog followers . ",This argument is fallacious.,1
371,"""We've got to stop them from banning poetry. Once they start banning one form of literature, they will never stop. Next thing you know, they will be burning all the books!"" Ammar demanded.",""" We 've got to MSK<0> MSK<1> from MSK<2> poetry . Once MSK<1> start MSK<2> one form of literature , MSK<1> will never MSK<0> . Next thing you know , MSK<1> will be burning all the books ! "" Ammar demanded . ",This argument is fallacious.,1
372,"Mayor: During my previous term as mayor my staff and I spent a great deal of time focusing on our city’s economy, and unemployment reached an all-time high as a result. So clearly you should support my re-election campaign if you are among those still looking for a job.","MSK<0> : During MSK<1> previous term as MSK<0> MSK<1> staff and MSK<1> spent a great deal of MSK<2> focusing on our city ’s economy , and unemployment reached an all - MSK<2> high as a result . So clearly MSK<3> should support MSK<1> re-election campaign if MSK<3> are among those still looking for a job . ",This argument is fallacious.,1
373,"Sometimes kids ride skateboards and fall off, breaking their arms or legs. Clearly, riding a skateboard is extremely dangerous. Don’t you think skateboards should be banned?","Sometimes MSK<0> MSK<1> MSK<2> and fall off , breaking MSK<0> arms or legs . Clearly , MSK<1> a MSK<2> is extremely dangerous . Do n’t you think MSK<2> should be banned ? ",This argument is fallacious.,1
374,Fortnite is the best game ever. Everyone is playing it!,MSK<0> is the best game ever . Everyone is playing MSK<0> ! ,This argument is fallacious.,1
375,"Several years ago, a group of 10 psychologists started a psychology training program. Each of those psychologists is efficient, effective, and highly-regarded. Their training program must be efficient, effective, and highly-regarded.","Several years ago , a group of MSK<0> started MSK<1> . coref2 MSK<0> is MSK<2> , MSK<3> , and MSK<4> - MSK<5> . MSK<1> must be MSK<2> , MSK<3> , and MSK<4> - MSK<5> . ",This argument is fallacious.,1
376,Don't listen to her advice about math. She doesn't even know how to tie her own shoes!,Don't listen to MSK<0> advice about math . MSK<0> doesn't even know how to tie MSK<0> own shoes ! ,This argument is fallacious.,1
377,George Bush is a good communicator because he speaks effectively.,MSK<0> is a good communicator because MSK<0> speaks effectively . ,This argument is fallacious.,1
378,The Supreme Court has just flinched from its responsibility to stop the unjust jailing of two journalists―not charged with any wrongdoing―by a runaway prosecutor who will go to any lengths to use the government's contempt power to force them to betray their confidential sources.,MSK<0> has just flinched from MSK<0> responsibility to stop the unjust jailing of two journalists MSK<1> not charged with any wrongdoing MSK<1> by a runaway prosecutor who will go to any lengths to use MSK<0> contempt power to force MSK<2> to betray MSK<2> confidential sources . ,This argument is fallacious.,1
379,You can either support our police or Black Lives Matter.,You can either support our police or Black Lives Matter . ,This argument is fallacious.,1
380,"An abusive attack against someone making the argument, instead of the argument itself, is called a/an","An abusive attack against someone making the argument , coref0 , is called a / an ",This argument is fallacious.,1
381,"Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food. ",Jon : Why should MSK<0> bother exercising while MSK<0> is on vacation stuffing coref1 face with food . ,This argument is fallacious.,1
382,"Speaker 1: I think the idea of a moral law requires the existence of a lawgiver (i.e. God). Speaker 2: Of course you would say that. You’re a Christian. Why should we listen to you?",MSK<2> : I think the idea of a moral law requires the existence of a lawgiver ( i.e. God ) . MSK<2> : Of course MSK<1> would say that . MSK<1> ’re a Christian . Why should we listen to MSK<1> ? ,This argument is fallacious.,1
383,The latest craze or fad; everyone has to have it.,MSK<0> or fad ; everyone has to have MSK<0> . ,This argument is fallacious.,1
384,Ms. Baker assigned me a lot of homework because she’s a witch!,MSK<0> assigned me a lot of homework because MSK<0> ’s a witch ! ,This argument is fallacious.,1
385,"""I don't know how to complete my geometry homework tonight; I probably can't pass the course since I can't do this one assignment.""",""" MSK<0> don't know how to complete MSK<0> geometry homework tonight ; MSK<0> probably can't pass the course since MSK<0> can't do this one assignment . "" ",This argument is fallacious.,1
386,"TOPIC: Should people let their cats go outside? DEBATE: ""People should let their cats go outside. Going outside gives cats more exercise."" ""Speaking of exercise, have you ever played 'Just Dance'? What a great workout!""","TOPIC : Should MSK<0> MSK<1> MSK<0> go MSK<2> ? DEBATE : "" coref2 should MSK<1> coref1 go MSK<2> . Going MSK<2> gives cats more MSK<3> . "" "" Speaking of MSK<3> , have you ever played ' Just Dance ' ? What a great MSK<3> ! "" ",This argument is fallacious.,1
387,Three congressional representatives have had affairs. Members of Congress are adulterers.,Three MSK<0> representatives have had affairs . Members of MSK<0> are adulterers . ,This argument is fallacious.,1
388,"""Because everybody thinks this way, it must be right.""",""" Because everybody thinks this way , it must be right . "" ",This argument is fallacious.,1
389,That answer you just gave cannot be right because you are always so rude.,That answer MSK<0> just gave can not be right because MSK<0> are always so rude . ,This argument is fallacious.,1
390,I am voting for Smith for President because the rest of my family is voting for him.,MSK<0> am MSK<1> for Smith for MSK<2> because the rest of MSK<0> family is MSK<1> for MSK<2> . ,This argument is fallacious.,1
391,"Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; therefore, sexual immorality is acceptable.","MSK<0> argued strongly against MSK<2> , yet while married , MSK<0> has had several affairs with prostitutes ; therefore , MSK<2> is acceptable . ",This argument is fallacious.,1
392,"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost. This is an example of which logical fallacy?","If MSK<0> break MSK<0> and have one cookie MSK<2> , MSK<0> will just want to eat MSK<1> MSK<2> , and before MSK<0> know coref2 , MSK<0> will have gained back the 15 pounds MSK<0> lost . MSK<1> is an example of which logical fallacy ? ",This argument is fallacious.,1
393,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”  I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.","MSK<1> cause MSK<2> . MSK<3> met a little boy with MSK<2> who lived just 20 miles from a MSK<1> who looked into MSK<3> eyes and said , in his weak voice , MSK<6> Please do whatever MSK<4> can so that other kids wo n’t have to go through what MSK<3> am going through . MSK<6> MSK<3> urge MSK<4> to vote for this bill to tear down MSK<5> and replace MSK<5> with monkeys on treadmills . ",This argument is fallacious.,1
394,"Don't ever gamble! Once you start, you won't be able to stop, and you'll end up bankrupt.","Don't ever gamble ! Once MSK<0> start , MSK<0> won't be able to stop , and MSK<0> 'll end up bankrupt . ",This argument is fallacious.,1
395,Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.,Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other . ,This argument is fallacious.,1
396,The writer or speaker intentionally misleads the audience by using a word with a double or ambiguous meaning.,The writer or speaker intentionally misleads the audience by using a word with a double or ambiguous meaning . ,This argument is fallacious.,1
397,"I lost my phone in the living room, so it will always be in the living room when it is lost.","MSK<0> MSK<1> MSK<0> in the MSK<3> , so MSK<4> will always be in the MSK<3> when MSK<4> is MSK<1> . ",This argument is fallacious.,1
398,Everyone loves Post Malone and can name at least one of his songs! (This is an example of...),MSK<0> loves Post Malone and can name at least one of MSK<0> songs ! ( MSK<0> is an example of ... ) ,This argument is fallacious.,1
399,I can't understand why people are complaining that it's difficult to find a job in this job market. My daughter and I got jobs without any trouble.,MSK<0> can't understand why people are complaining that it 's difficult to find a MSK<1> in this MSK<1> market . MSK<0> daughter and MSK<0> got MSK<1> without any trouble . ,This argument is fallacious.,1
400,This theory originally occurred to a scientist in the form of a dream; therefore it cannot be valid.,MSK<0> originally occurred to a scientist in the form of a dream ; therefore MSK<0> can not be valid . ,This argument is fallacious.,1
401,"Thanks to her enduring popularity with employees, Ella Watson is the best-liked CEO in our company's history.","Thanks to her enduring popularity with employees , Ella Watson is the best - liked CEO in our company 's history . ",This argument is fallacious.,1
402,"If you don’t like Lady Gaga, it’s because you hate women.","If MSK<0> do n’t like MSK<1> Gaga , it ’s because MSK<0> hate MSK<1> . ",This argument is fallacious.,1
403,"John: Can you please help me push my car to the side of the road until the tow truck comes? Paul: Why push it to the side of the road?  Why not just leave it? John: It is slowing down traffic unnecessarily where it is. Paul: Many things slow down traffic—do you feel you need to do something about all them? John: No, but this was my fault. Paul: Was it really? Were you the direct cause of your car breaking down? John: Are you going to help me move this damn car or not?! ","MSK<0> : Can MSK<1> please MSK<2> MSK<3> MSK<4> MSK<5> to MSK<6> until the tow truck comes ? MSK<7> : Why MSK<4> MSK<5> to MSK<6> ? Why not just leave MSK<5> ? MSK<0> : MSK<5> is MSK<8> down MSK<9> unnecessarily where MSK<5> is . MSK<7> : Many things MSK<8> down MSK<9> — do MSK<1> feel MSK<1> need to do something about all them ? MSK<0> : No , but MSK<10> was MSK<3> fault . MSK<7> : Was MSK<10> really ? Were MSK<1> the direct cause of MSK<1> breaking down ? MSK<0> : Are MSK<1> going to MSK<2> MSK<3> move MSK<5> or not ?! ",This argument is fallacious.,1
404,Billy murdered all those people because I spanked him when he was a child.,MSK<0> murdered all those people because MSK<0> spanked MSK<0> when MSK<0> was a child . ,This argument is fallacious.,1
405,"Mormonism is one of the fastest growing sects of Christianity today so that whole story about Joseph Smith getting the golden plates that, unfortunately, disappeared back into heaven, must be true!","Mormonism is one of the fastest growing sects of Christianity today so that whole story about Joseph Smith getting the golden plates that , unfortunately , disappeared back into heaven , must be true ! ",This argument is fallacious.,1
406,"Sandra tells her mom, ""I deserve to have a later curfew, so you should let me stay out until 10pm!""","MSK<0> tells MSK<0> mom , "" MSK<0> deserve to have a later curfew , so MSK<0> should let MSK<0> stay out until 10 pm ! "" ",This argument is fallacious.,1
407,"""Stephen Hawking in the smartest scientist on the planet, so if he says global warming is real, it must be true!""",""" Stephen Hawking in the smartest scientist on the planet , so if he says MSK<0> is real , MSK<0> must be true ! "" ",This argument is fallacious.,1
408,The Royals are promoting their team for the next season by telling people to come join the team because everyone else has.,MSK<0> are promoting MSK<0> for the next season by telling people to come join coref1 because everyone else has . ,This argument is fallacious.,1
409,He sometimes behaves violently when I am around him. I don't know what it is that I am doing to make him become so violent.,MSK<0> sometimes behaves violently when MSK<1> am around MSK<0> . MSK<1> don't know what it is that MSK<1> am doing to make MSK<0> become so violent . ,This argument is fallacious.,1
410,"While doing research for her debate topic on school uniforms, Sara discovered that a local elementary school survey indicated that 72% of its 1st graders wanted uniforms. She used this as evidence to support that all high schools should wear school uniforms. What fallacy did Sara use here?","While doing research for MSK<0> debate topic on MSK<1> MSK<2> , MSK<0> discovered that MSK<3> indicated that 72 % of MSK<3> 1st graders wanted MSK<2> . MSK<0> MSK<4> this as evidence to support that all high MSK<1> should wear MSK<1> MSK<2> . What fallacy did MSK<0> MSK<4> here ? ",This argument is fallacious.,1
411,Incorrectly thinking that one thing leads to another,Incorrectly thinking that one thing leads to another ,This argument is fallacious.,1
412,"The economy continues to grow as the number of “likes” on my Instagram account continue to increase. Clearly, the two are linked.","The economy MSK<0> to grow as the number of “ likes ” on my Instagram account MSK<0> to increase . Clearly , the two are linked . ",This argument is fallacious.,1
413,"If you accept that the story of Adam and Eve was figurative, then you will do the same for most of the Old Testament stories of similar literary styles. Once you are there, the New Testament and the story of Jesus does not make sense, which will lead you to believe that the resurrection of Jesus was a “spiritual” one. Once you accept that, you won’t be a Christian anymore; you will be a dirty atheist, then you will have no morals and start having sex with animals of a barnyard nature. So you better take the story of Adam and Eve literally, before the phrase, “that chicken looks delicious”, takes on a whole new meaning.","If MSK<0> MSK<1> that MSK<3> was figurative , then MSK<0> will do the same for most of the Old MSK<4> MSK<5> of similar literary styles . Once MSK<0> are there , the MSK<6> MSK<4> and the MSK<5> of MSK<7> does not make sense , which will lead MSK<0> to believe that the resurrection of MSK<7> was a MSK<8> spiritual MSK<8> one . Once MSK<0> MSK<1> that , MSK<0> wo n’t be a Christian anymore ; MSK<0> will be a dirty atheist , then MSK<0> will have no morals and start having sex with animals of a barnyard nature . So MSK<0> better take MSK<3> literally , before the phrase , MSK<8> that chicken looks delicious MSK<8> , takes on a whole MSK<6> meaning . ",This argument is fallacious.,1
414,Affirmative Action can never be fair or just. You cannot remedy one injustice by committing another.,Affirmative Action can never be fair or just . You can not remedy one injustice by committing another . ,This argument is fallacious.,1
415,All my friends are doing a low carb diet. That must be the only way to lose weight so I will do it too.,All MSK<0> friends are doing MSK<1> . That must be the only way to lose weight so MSK<0> will do MSK<1> too . ,This argument is fallacious.,1
416,Canada is the best country to live in because it's better than the other countries!,MSK<0> is the best MSK<1> to live in because MSK<0> 's better than the other MSK<1> ! ,This argument is fallacious.,1
417,A mother who tells the pediatrician that she doesn't trust his judgment because he's never been a mother.,A MSK<0> who tells MSK<1> that she doesn't trust MSK<1> judgment because MSK<1> 's never been a MSK<0> . ,This argument is fallacious.,1
418,"""Florida is the most important state because it has sun and beaches.""",""" MSK<0> is the most important state because MSK<0> has sun and beaches . "" ",This argument is fallacious.,1
419,"Bertrand declares that a teapot is, at this very moment, in orbit around the Sun between the Earth and Mars, and that because no one can prove him wrong, his claim is therefore a valid one.","MSK<0> declares that a teapot is , at MSK<0> MSK<0> MSK<0> . ",This argument is fallacious.,1
420,People who wear glasses are smarter.,People who wear glasses are smarter . ,This argument is fallacious.,1
421,"""In its origins [AIDS] was entirely a disease of sodomites... That the first case was diagnosed a little over a decade after the so-called ""Gay Rights"" and ""Gay Pride"" movement gained momentum and force can hardly be coincidental."" - Harry Jaffa, Professor Emeritus of Political Philosophy at Claremont McKenna College",""" In MSK<0> origins [ AIDS ] was entirely a disease of sodomites ... That MSK<0> was diagnosed a little over a decade after the so - called "" MSK<1> Rights "" and "" MSK<1> Pride "" movement gained momentum and force can hardly be coincidental . "" - Harry Jaffa , Professor Emeritus of Political Philosophy at Claremont McKenna College ",This argument is fallacious.,1
422,Order is necessary to justice because justice can only be achieved by a program of social and legal order.,MSK<0> is necessary to MSK<1> because MSK<1> can only be achieved by a program of social and legal MSK<0> . ,This argument is fallacious.,1
423,Everyone wants the iPhone 11 because it's the best phone on the market!,Everyone wants MSK<0> because MSK<0> 's the best phone on the market ! ,This argument is fallacious.,1
424,A parent who says that the teacher doesn't know how to teach because she graduated from a community college.,A parent who says that MSK<0> doesn't know how to teach because MSK<0> graduated from a community college . ,This argument is fallacious.,1
425,"Either God created the world or evolution happened. Evolution happened. Therefore, God did not create the world.","Either MSK<0> MSK<2> or MSK<4> . MSK<4> . Therefore , MSK<0> did not MSK<2> . ",This argument is fallacious.,1
426,"After Will said that we should put more money into health and education, Warren responded by saying that he was surprised that Will hates our country so much that he wants to leave it defenseless by cutting military spending.","After MSK<0> said that MSK<1> should put more money into health and education , MSK<2> responded by saying that MSK<2> was surprised that MSK<0> hates MSK<1> so much that MSK<2> wants to leave coref3 defenseless by cutting military spending . ",This argument is fallacious.,1
427,Did your misleading claims result in you getting promoted?,Did MSK<0> misleading claims result in MSK<0> getting promoted ? ,This argument is fallacious.,1
428,"America is the best place to live, because it's better than any other country. (This is a good example of...)","MSK<0> is the best place to live , because MSK<0> 's better than any other country . ( MSK<0> is a good example of ... ) ",This argument is fallacious.,1
429,"Ivan: You cannot borrow my car because it turns back into a pumpkin at midnight. Sidney: If you really think that, you’re an idiot. Ivan: That is an ad hominem; therefore, I can’t be an idiot. Sidney: I beg to differ.","MSK<0> : MSK<1> can not borrow MSK<2> because coref2 turns back into a pumpkin at midnight . MSK<3> : If MSK<1> really think that , MSK<1> ’re an MSK<4> . MSK<0> : That is an ad hominem ; therefore , MSK<2> ca n’t be an MSK<4> . MSK<3> : MSK<2> beg to differ . ",This argument is fallacious.,1
430,Allowing people to possess guns is like giving a bomb to a bunch of kids.,Allowing people to possess guns is like giving a bomb to a bunch of kids . ,This argument is fallacious.,1
431,A person hanging out in a bar will be an alcoholic,A person hanging out in a bar will be an alcoholic ,This argument is fallacious.,1
432,Joan is scratched by a cat while visiting her friend. Two days later she comes down with a fever. Joan concludes that the cat's scratch must be the cause of her illness.,MSK<0> is MSK<1> by MSK<2> while visiting MSK<0> friend . Two days later MSK<0> comes down with a fever . MSK<0> concludes that MSK<2> MSK<1> must be the cause of MSK<0> illness . ,This argument is fallacious.,1
433,The political commercials described the mayor as a “monster” who “hated babies” but they never discussed his plans for the city.,MSK<0> described the mayor as a MSK<1> monster MSK<1> who MSK<1> hated babies MSK<1> but MSK<0> never discussed his plans for MSK<0> . ,This argument is fallacious.,1
